hour,weekday,month,holiday,precipitation_mm,visibility_km,temperature_c,wind_speed_kmh,traffic_density,num_lanes,ilumination,work_zone,num_accidents
14,3,1,0,0,9.9,11.9,88.7,6,2,1,0,0
22,2,9,0,8.3,8.4,25.4,83.3,3,3,1,0,4
3,3,2,0,0,9.5,12.2,67.9,1,4,0,0,1
3,0,10,0,0,9.9,14.9,63.7,1,3,1,0,2
15,3,9,1,0,10.3,18.8,71.9,4,2,1,0,1
11,3,5,0,0,9.9,22.9,43.9,6,2,1,0,1
22,3,5,0,13.5,7.5,18.1,9.6,2,4,1,0,3
20,5,3,0,3.1,9.1,9.3,73.2,3,3,1,1,2
6,4,2,1,0,10.3,13.8,21.5,1,4,1,0,1
21,1,6,0,0,10.4,23.9,82.5,3,3,1,0,1
3,6,7,0,0,10.3,22.8,48.6,4,3,1,0,0
7,6,5,0,0,10.4,21.3,49.4,3,4,1,0,6
21,4,10,0,16.8,7.2,16.3,13.7,3,4,1,1,6
1,5,6,0,0,10,23.2,70,2,3,1,0,4
17,3,8,0,0,9.7,28.3,24.2,9,3,1,0,4
22,3,12,1,0,10.4,9.2,4.6,3,4,1,0,3
0,6,10,0,0,9.9,16.1,1.2,2,2,1,0,1
21,2,11,0,0,10.1,16.6,83.9,3,4,1,0,2
11,3,6,0,0,9.7,25,22.7,6,4,1,0,2
5,5,8,0,0,10.4,26.8,19.3,3,4,1,0,1
17,1,4,0,0,9.5,17,5.6,9,3,1,0,2
13,4,10,0,0,10.1,19.6,83.7,6,3,1,0,4
17,2,1,0,0,9.8,5.5,33.1,10,3,1,0,3
6,6,2,0,0,9.6,11.9,29.4,3,3,1,1,1
7,2,5,1,0,10.4,20.8,68.4,6,4,1,0,5
16,3,4,0,0,10.2,11.5,74.9,6,3,1,0,5
16,4,1,0,0,9.6,7.7,43.9,6,2,1,0,2
13,1,7,0,40.3,2.7,24.3,12.6,7,2,1,0,4
9,5,5,0,0,10.1,18.6,69.5,7,2,1,0,5
14,3,1,0,0,10.1,5.8,44.4,6,2,1,0,3
0,4,1,0,0,9.6,6.8,38,3,2,0,0,1
18,0,4,0,6.3,9.2,15.1,38.4,9,4,1,1,4
2,5,10,0,0,9.7,16,83.2,3,4,1,0,3
16,5,2,0,0,9.8,11.8,27.8,6,3,1,0,1
20,6,4,1,0,10.3,14.8,56,3,2,1,0,1
7,4,11,1,0,10.2,12.1,74.7,7,3,1,0,5
17,6,1,0,0,10,7.5,78.5,6,3,1,0,7
14,0,7,0,0,10.5,28.7,30.5,5,3,1,0,0
11,1,5,0,0,9.7,18.6,57.9,5,3,1,0,5
15,4,7,0,0,9.8,22.5,41.2,6,3,1,0,2
15,5,10,0,23.6,5.7,16.7,3.6,6,2,1,1,4
11,5,3,0,7.2,8.2,10.3,13.3,7,2,1,0,4
2,1,7,0,0,9.5,26.9,12.7,1,2,1,0,3
2,4,4,0,0,9.8,14,19.8,1,3,1,0,1
13,5,6,0,0,9.9,19.9,63.2,8,3,1,0,3
14,4,10,0,28,4.6,16,1.5,6,3,1,0,0
14,2,1,0,0,9.8,11.8,2.9,6,3,1,0,3
6,3,7,0,49.5,1.3,26.5,10.4,2,2,1,0,5
9,3,7,0,0,9.8,29.6,80.6,8,3,1,0,3
18,1,1,0,39.5,2.9,7.4,11.9,10,2,1,0,5
7,1,3,0,0,9.7,15.8,80.4,9,4,1,0,4
10,6,5,0,0,10.2,21.3,54.6,7,3,1,0,1
16,1,6,1,0,10.2,21,17,4,2,1,0,3
18,3,10,0,0,9.7,20,12.3,8,2,1,0,2
7,1,11,0,0,10,16.8,54.7,8,2,1,0,2
20,2,3,1,0,9.6,14,47.2,1,2,1,0,1
21,5,8,0,0,9.8,29.2,21.8,3,4,1,0,2
14,4,6,0,0,10.2,20.3,15.2,6,2,1,0,2
2,3,12,0,0,10.2,10.4,4.8,3,3,1,0,1
1,4,9,0,0,9.8,23.6,64.2,3,4,1,0,2
1,1,12,0,0,10.3,10.5,25.8,1,3,0,0,1
17,4,4,0,11.6,8.1,18.3,38.5,9,2,1,0,3
19,3,3,0,30.2,4.1,15.3,48.8,10,3,1,1,5
17,0,12,0,40.9,2.6,10.8,81.8,10,3,1,0,5
0,5,6,0,0,10.4,25.4,4.5,4,2,1,0,6
22,5,2,0,0,9.9,10.8,83.5,2,3,0,0,2
9,4,1,0,0,9.7,7,34.8,9,2,1,0,3
8,0,1,0,0,9.8,11.9,81.9,8,2,1,1,4
15,2,11,0,0,10,9.2,44.2,6,4,1,0,2
3,3,9,1,0,9.8,18.3,38.5,2,2,1,0,2
4,0,8,0,0,10.1,29.7,68,2,2,1,0,5
5,1,7,0,0,9.9,24,49.5,3,2,1,0,4
15,6,12,0,0,9.6,11,82.4,5,4,1,0,1
19,5,2,0,0,9.9,13.8,72.2,5,2,1,0,6
15,3,10,0,12.2,7.6,19.8,13.6,7,3,1,0,3
21,6,2,0,16.2,7.6,7.5,75.6,3,3,1,0,2
18,0,7,0,0,10.4,26.4,15.7,8,4,1,0,3
17,5,5,0,0,10,16.5,78.7,5,3,1,0,3
0,5,8,0,0,10,27.6,9.1,3,3,1,0,2
1,6,8,0,0,9.9,22.2,17.4,2,3,1,0,2
8,2,2,0,0,9.9,12.5,51.2,8,2,1,0,3
5,2,2,0,0,10,13.9,32.2,2,4,1,0,0
9,3,6,0,0,10.3,19.8,11.9,8,2,1,0,2
3,3,4,0,5,9.1,11.4,33.4,2,4,1,0,2
23,2,7,0,0,9.9,28.3,85.7,3,2,1,0,2
19,2,5,0,0,9.5,17.9,52.1,8,4,1,0,3
17,2,4,0,0,9.8,12,24.1,9,2,1,0,2
20,4,3,0,0,10.3,13.2,37.1,3,3,1,0,3
19,2,7,0,0,10.2,26.1,66.5,9,3,1,0,5
16,3,9,0,0,9.8,24.9,78.7,5,2,1,0,0
2,4,5,0,37.4,3.1,17.4,66.7,1,2,1,0,7
5,5,8,0,0,10.4,23.4,35.7,4,3,1,0,2
19,0,11,0,0,9.7,12.2,8.9,9,4,1,0,4
12,5,10,0,0,9.7,19.9,38.8,7,2,1,0,1
1,0,10,0,0,9.6,14.7,15.3,3,2,0,0,1
2,3,5,0,0,10.1,21.8,89.8,2,4,1,0,3
12,1,6,0,0,9.7,20.1,70.3,7,2,1,0,5
7,4,1,0,0,9.6,8.1,18.3,8,4,1,0,3
7,5,8,1,0,10.3,27.8,36.9,2,4,1,0,4
5,1,10,0,0,10,16.1,89.8,2,4,0,0,1
21,2,3,0,0,9.8,12.6,13.6,2,3,1,1,2
14,6,12,0,1.3,9.5,7.9,83.6,7,2,1,0,3
10,4,4,0,0,10.2,17.5,38.1,5,3,1,1,2
20,6,9,0,0,9.8,22.8,72.7,2,4,1,1,1
18,4,2,0,0,9.8,10.5,3.6,9,2,1,0,3
9,3,3,0,0,9.7,14.8,88.3,8,4,1,0,4
13,3,9,0,0,9.6,21.6,74.3,6,2,1,0,1
16,4,11,0,46.1,1.8,10.1,79,7,4,1,0,9
14,1,6,0,0,10,26.7,31.7,5,4,1,0,2
1,6,4,0,1.3,9.5,14.5,56.9,2,4,1,1,0
18,5,10,0,40.3,2.8,17.8,35.6,7,2,1,0,10
15,5,3,0,0,9.7,14.4,89.4,5,3,1,0,3
15,6,5,0,0,10.1,17.4,61.3,6,2,1,0,1
6,1,11,0,0,10.1,11.1,48.1,3,3,1,0,1
15,1,7,0,0,9.9,26.2,12.4,7,2,1,0,2
6,5,12,1,0,9.8,6.3,58.8,3,3,1,0,4
17,0,9,0,0,9.8,20.1,44.6,8,3,1,0,3
13,0,7,1,0,9.7,23,83.3,4,4,1,0,4
13,3,10,0,0,10.4,15.3,21.3,7,2,1,0,2
9,3,2,0,0,10.3,8.5,53.5,8,4,1,0,2
0,2,10,0,0,9.8,19.1,32.7,1,2,1,0,3
6,0,4,0,0,10,16.6,72.3,4,3,1,0,0
11,3,2,1,24.6,5.5,9.7,34.3,4,3,1,1,6
1,2,9,0,0,10.2,25.6,31.2,2,2,1,0,5
2,0,7,0,0,10.3,28.5,53.8,1,3,1,0,0
19,2,8,0,0,10.1,28,87.7,8,3,1,0,4
6,4,9,0,0,9.9,20,67.1,4,3,1,0,2
19,5,3,0,0,9.9,8.3,12.3,6,3,1,0,2
23,2,7,0,0,9.9,23.2,19.5,2,2,1,0,3
5,6,8,0,0,10.2,25.1,52.9,3,3,1,0,1
7,5,4,0,0,10.4,12.7,50.9,4,2,1,0,2
21,5,10,0,0,10.2,14.6,23.3,3,3,1,0,1
1,4,8,0,0,10.4,24.3,74.6,1,3,1,1,4
5,1,8,0,0,9.7,27.3,29.3,2,2,1,0,2
21,3,2,0,0,10,12.5,51.5,2,4,1,0,0
14,5,10,0,0,9.5,16.5,23.8,7,2,1,0,6
4,6,10,0,40.9,2.9,19.2,20.9,3,3,1,0,7
13,1,2,1,0,10.3,9.6,15.5,5,3,1,1,6
13,6,9,0,11.2,8.3,18.7,89.9,7,2,1,0,4
15,4,10,0,0,9.7,18.4,50.3,5,2,1,0,1
0,5,7,0,16.9,6.5,27.8,51.4,3,2,1,0,1
20,2,9,0,0,10,19.5,24.3,3,4,1,0,0
17,5,5,0,0,10,19.6,12.9,7,3,1,1,3
5,1,9,0,0,9.7,20.1,62.8,2,4,1,0,1
17,1,6,0,0,9.8,23.6,60.5,9,4,1,0,3
7,5,12,0,0,9.6,9.3,64.3,4,3,1,0,7
21,6,3,0,22.6,6.4,15.5,79.6,3,3,1,0,4
1,3,8,1,0,9.9,22.7,4.8,2,3,1,0,2
11,6,5,0,13.2,7.7,21.9,8.2,6,2,1,0,3
18,2,12,0,0,10.1,8,51.7,8,3,1,0,3
16,0,3,1,0,9.6,13,58.2,3,4,1,0,2
4,2,10,0,0,10,20.5,26.8,1,4,1,0,1
16,0,7,0,0,10.4,26.2,9.3,6,3,1,0,1
21,2,6,0,18.3,6.6,22.2,38,2,3,1,1,3
14,5,8,0,0,9.9,29.4,52,6,4,1,0,3
2,5,8,0,0,9.7,27.3,35.5,3,4,1,0,3
16,5,12,0,0,10.4,9.4,34.7,6,4,1,0,2
2,1,5,0,0,9.6,22.9,60.4,2,4,1,1,3
14,0,9,1,0,10.5,22.1,74.2,5,3,1,0,1
9,5,6,0,0,9.6,22.2,3.2,8,4,1,0,3
4,1,2,0,20.8,6.2,8.4,45.1,2,2,1,0,6
13,1,4,0,0,10.1,18.8,28.5,7,4,1,0,2
17,0,11,0,0,9.8,9.9,27.4,9,2,1,0,4
19,2,7,1,0,10.2,22.7,66.8,8,3,1,1,5
4,4,11,0,0,9.7,10.2,46.7,3,4,1,0,1
2,1,5,0,0,9.5,19.5,44.1,1,4,0,0,3
12,3,1,0,0,10.2,6.4,27.2,7,2,1,0,3
0,2,4,1,0,9.7,17.6,68.5,3,2,0,0,5
21,4,9,0,0,10.4,18.4,14.3,4,3,1,0,1
6,3,5,0,0,9.9,21.2,82.9,2,3,1,1,2
16,6,5,0,0,10,18,27.3,7,3,1,0,1
1,0,10,0,0,10,18.9,43.6,2,3,1,0,2
6,2,2,0,27.8,5.4,9.3,4.8,4,2,1,0,3
10,1,5,0,0,9.9,22.1,29.7,7,4,1,0,1
20,5,11,0,32.2,4.1,15.1,71.3,4,3,1,0,3
9,4,3,0,0,9.7,11.9,89.2,9,3,1,0,5
13,0,2,0,17.6,6.9,13.5,31.8,5,2,1,0,3
1,5,11,0,20.3,5.9,12.4,61.6,4,3,1,0,2
17,6,5,0,0,10,22.3,81.4,6,2,1,0,6
3,0,10,0,0,10,18.2,15.2,3,3,1,0,4
2,3,9,1,0,10,18.8,17.9,2,4,1,0,2
1,1,1,1,0,10.4,12.5,32.8,2,2,1,0,1
1,5,6,0,0,10.3,20.2,11.8,3,3,0,0,3
20,6,2,0,0,9.7,6.1,29.8,3,2,1,0,0
12,5,2,0,24.8,5.5,10.6,80.2,8,4,1,0,7
0,6,12,0,0,10.1,12.5,75.2,3,3,1,0,3
23,1,6,0,0,9.8,22.6,70.3,2,3,1,0,2
2,1,7,0,0,9.8,25.4,28.2,1,4,0,0,6
9,6,6,0,0,10.5,22.3,78.3,7,2,1,1,4
14,6,4,0,44.5,2.1,18.5,40.5,7,3,1,1,2
18,5,8,0,0,9.6,28.2,51.2,6,4,1,0,0
18,3,6,0,0,10.1,26.4,56.8,9,4,1,0,7
18,1,9,0,0,9.7,19.7,26.3,8,2,1,0,5
5,4,6,0,0,10.3,23.8,61.4,2,3,1,0,2
1,0,12,0,29.9,4.2,13.9,0.6,2,2,1,0,3
7,0,6,0,0,9.9,26.6,37.2,7,4,1,0,4
4,3,11,0,0,9.9,16.8,23.3,2,2,0,0,1
15,2,7,0,0,10.3,24,75.2,5,2,1,0,2
19,2,4,0,46,1.3,18.4,23,10,2,1,0,10
10,1,2,0,41.3,2.7,9.2,84,7,4,1,0,4
15,6,1,0,0,10.4,9.1,1.3,6,4,1,1,4
7,5,6,0,36.8,2.9,23.6,62.5,4,3,1,1,8
13,2,6,0,0,10,22.6,73.8,7,3,1,0,3
22,4,5,0,0,9.7,15.3,31.8,2,3,1,0,2
16,2,5,0,0,9.9,20.6,27.7,6,2,1,0,1
16,3,11,1,0,10.4,15.1,9.7,4,3,1,0,1
6,1,6,0,0,10.1,25.5,81.3,4,2,1,0,2
16,2,9,0,0,10.2,24.6,23.6,6,2,1,0,4
19,0,4,0,36.7,3.4,12.3,69.6,9,2,1,0,7
23,3,7,0,0,10.2,26.5,20.2,2,4,1,0,2
2,6,9,0,0,9.6,23.7,80.8,3,3,1,0,3
14,1,12,0,0,10.2,7.3,34.7,6,2,1,0,1
19,1,7,0,0,9.9,22.4,87.8,10,4,1,0,9
20,1,3,0,0,10.2,13.8,21.6,4,3,1,0,0
5,0,6,0,0,10.4,26.7,30.8,3,2,1,0,1
1,0,9,0,0,10.2,25.2,52.9,3,3,1,0,1
18,2,10,0,0,9.6,21.9,16.9,9,2,1,0,4
0,3,8,0,0,9.8,28.7,35.6,1,3,0,0,4
5,1,5,1,0,10.2,19.7,64.3,3,4,1,0,1
11,1,5,0,0,9.5,15.2,14.3,6,2,1,0,3
5,3,1,0,0,9.7,5.7,15.3,1,3,1,0,1
16,6,7,0,0,10.2,25.2,76.1,6,2,1,0,4
20,0,5,0,0,9.9,21.1,37.3,4,3,1,0,2
23,3,5,0,0,10.3,19.2,86.3,2,2,1,1,4
3,1,4,0,7.5,9.1,17,39.3,3,3,1,0,6
18,3,10,0,2.5,9.3,20.6,52.9,8,2,1,0,1
19,3,7,0,0,9.8,28.8,53.8,10,4,1,0,3
0,3,10,0,0,9.5,16.3,50.2,1,3,1,0,2
9,2,5,0,49.2,1.2,19.4,11.7,8,2,1,0,5
1,6,7,0,0,10.1,26.1,4,4,2,1,1,1
3,0,6,0,0,10.3,21.8,41.5,2,3,1,0,3
1,3,4,0,0,9.6,11.9,54,1,3,1,0,2
12,4,6,0,0,10.4,26.8,75.6,6,3,1,0,4
12,4,1,0,0,9.6,9.9,3.2,7,3,1,0,3
20,5,3,0,0,10,10.6,44.7,2,4,1,1,6
17,3,3,1,0,9.9,14.2,71.2,7,3,1,0,6
8,6,9,0,0,9.5,18.3,63.3,2,3,1,0,4
18,6,4,0,0,10.1,14.5,5.9,6,4,1,0,1
16,0,12,0,0,9.8,13,48.7,5,2,1,1,1
11,5,9,0,0,9.8,22.3,58.7,7,2,1,0,3
23,3,9,0,0,10.4,21.6,2.5,3,4,0,0,3
22,3,10,0,0,9.7,20.5,13.4,2,3,1,0,2
22,1,6,0,0,9.8,25.4,60.8,1,3,0,0,6
22,1,5,0,0,10.3,19,28,1,4,1,0,1
4,4,7,0,0,10.1,27.7,78.7,2,4,1,0,0
4,4,7,0,0,9.6,22.3,63.3,1,3,1,0,5
2,6,5,0,37.9,3.5,15.1,79.2,3,3,1,0,6
12,0,9,0,49.2,1,24.1,33.7,7,3,1,0,12
0,3,1,0,0,10.1,11.6,45.3,3,3,1,0,1
20,1,8,0,0,10,27.7,71.3,2,3,1,0,3
18,0,9,0,0,10.1,18.5,86.7,9,3,1,0,3
3,1,1,0,0,9.5,6.9,68.4,1,4,1,1,5
3,3,5,0,0,10.2,19.3,32.5,1,4,1,1,3
12,2,9,0,7,9.1,26,67.1,7,3,1,0,4
5,6,1,0,0,10.5,7.8,61.6,4,2,1,1,4
9,3,11,0,49.6,0.8,11.6,75.5,7,3,1,0,5
19,1,4,0,0,9.7,18,63.1,9,3,1,1,4
15,4,7,0,0,9.7,28.8,71.5,7,2,1,0,3
5,1,2,0,0,9.9,6.1,38.9,1,3,1,0,0
19,3,2,0,13.4,7.9,11.4,54.5,9,2,1,0,5
18,1,10,0,28.3,5.1,17,25,9,3,1,1,6
20,6,7,1,0,9.6,28.9,53.6,1,4,1,0,1
1,6,7,0,0,9.6,24.6,70.7,4,3,1,0,1
14,4,6,0,0,9.8,20.2,76.2,5,3,1,0,2
3,4,7,0,0,10.3,22.3,11.5,3,3,1,1,5
21,3,5,0,0,10,18.8,19.7,3,2,1,0,0
8,1,2,0,0,10.1,8.9,43.6,9,3,1,0,1
10,2,10,1,0,10.2,18,66.9,3,2,1,0,3
2,6,11,0,0,10.4,16,76,3,3,1,0,1
2,4,1,0,9.9,8.1,8.5,41.8,3,3,1,0,3
8,5,5,0,0,10.4,15.2,39.1,3,3,1,0,7
11,5,11,0,16.3,7.3,9.2,66.9,6,2,1,0,5
3,2,6,0,0,9.7,25.1,9.8,2,4,0,0,1
22,4,6,0,0,9.5,22.9,62.1,2,3,1,1,3
6,1,4,0,0,9.7,14.1,3.2,4,4,1,0,1
14,1,2,1,0,10.3,9.3,77.6,4,2,1,0,3
0,6,2,0,0,10,7.5,88,3,3,1,0,2
9,0,12,0,0,9.9,6.6,75.5,8,3,1,0,5
2,1,9,0,48.5,1.6,22.5,7.6,2,2,1,0,6
16,2,11,0,0,9.9,10.2,64,6,4,1,0,2
12,2,8,0,0,10.3,29,80.3,6,3,1,0,2
17,6,2,0,5.2,8.7,11.5,31.7,6,3,1,0,3
14,0,12,0,31.5,4.4,7.6,3.7,6,4,1,0,2
11,3,5,0,0,9.6,16.4,5.1,6,2,1,0,0
18,2,8,0,0,9.9,23.8,40.5,10,2,1,0,1
21,4,2,0,7.7,8.6,13.6,39,3,3,1,0,0
17,6,8,0,0,9.7,23,29.6,5,2,1,0,3
6,2,1,0,0,10.2,11.9,8.4,4,3,1,0,1
14,5,5,0,0,9.6,18.7,10.4,7,3,1,0,3
20,6,7,0,0,9.7,22.5,62.1,3,3,1,0,3
22,2,3,0,32.4,3.9,14.8,35.3,1,3,1,0,5
21,6,8,0,0,9.5,23.1,65.3,3,2,1,0,3
2,3,11,0,6.9,8.6,16.6,82.7,3,3,1,0,4
21,3,7,0,13.7,7.4,26.4,61.2,3,3,1,0,3
1,2,12,0,0,9.9,12.8,20,2,4,1,0,3
14,1,2,0,42,2,9.7,48.5,5,2,1,1,5
12,1,5,0,0,10.2,18.3,61.9,6,3,1,1,5
13,5,4,0,0,9.7,13.9,16.6,8,4,1,0,4
15,6,3,0,0,9.9,12.1,8.9,6,2,1,0,2
8,1,7,0,0,9.8,22.9,15.3,9,3,1,0,3
5,0,1,0,32.4,4.3,6.8,49.8,2,2,1,0,3
5,6,12,0,0,9.9,7.9,77.8,3,4,1,0,3
12,0,8,0,0,9.9,29.8,47,5,3,1,0,0
19,3,12,1,0,10,8.6,68.8,8,2,1,0,3
11,4,10,0,39.7,2.7,14.7,83.3,6,4,1,0,7
14,1,8,0,0,10,27,12.5,7,4,1,0,4
8,0,9,0,0,10.5,19.9,9.9,9,3,1,0,3
3,3,5,0,0,10.2,22.7,10,2,3,1,0,2
20,2,3,0,0,9.6,9.1,86.6,3,3,1,0,2
3,6,12,0,0,10,7.2,87.9,4,2,1,0,2
10,1,4,0,0,10.1,12.9,20.5,7,3,1,0,2
2,2,11,0,0,9.9,12.4,51.2,2,3,1,0,1
1,6,10,0,0,9.7,16.6,70.5,4,2,1,0,4
7,2,5,0,24.6,5.5,17,57.1,9,3,1,0,7
8,4,9,0,0,9.9,18.5,11.3,9,4,1,0,3
15,5,6,0,0,10.1,20.1,60.4,6,2,1,0,2
4,4,12,0,0,9.7,13,2.1,2,2,1,0,2
19,0,7,0,0,10.1,25,70.4,8,2,1,0,4
16,0,2,0,0,9.6,6.9,72,6,3,1,0,1
9,3,11,1,0,9.7,13.1,56.3,5,3,1,0,2
20,4,12,0,0,10.4,6.4,63.5,3,4,1,0,3
3,3,8,0,0,10,22.3,31.6,1,3,1,0,4
5,0,3,0,24.6,5.8,12.5,28.7,2,4,0,0,4
0,5,1,0,49.2,0.9,9.4,78.1,2,3,1,0,7
2,1,1,1,0,9.7,8,16.8,3,2,1,0,2
4,4,10,0,0,10.4,18.4,59.3,3,3,1,0,1
22,1,4,0,0,9.7,11.8,36.5,1,4,1,0,4
12,4,8,0,0,10,26.4,31.9,5,3,1,1,9
16,5,5,0,0,9.9,22.2,55.6,7,3,1,0,2
23,5,10,0,0,10,14.2,4.6,4,2,1,0,2
8,3,9,0,0,10,25.5,86.4,8,2,1,0,4
4,1,6,0,0,9.6,21.2,17.7,2,2,1,0,1
17,2,12,0,0,10.4,8,0.6,10,2,1,0,2
19,5,8,0,0,9.6,22.9,81.8,5,3,1,1,5
19,4,2,0,0,10.3,8,25.9,9,2,1,1,6
19,2,8,0,0,9.9,28.6,6.7,8,2,1,1,2
3,2,10,0,36.9,3.5,20.2,18.7,2,3,1,0,6
19,6,12,0,16.2,7.5,9.6,80.5,7,4,1,0,0
15,5,3,0,0,9.7,10.3,67.6,5,4,1,0,3
22,2,12,0,0,9.9,13.4,38,3,3,1,0,2
18,0,3,0,0,10.2,11.5,23.3,9,2,1,1,3
17,1,5,0,0,10.1,16.1,60.6,8,3,1,0,3
18,6,11,1,0,9.8,9.4,67.4,5,3,1,1,5
14,0,8,0,0,9.7,22.4,88.7,6,2,1,0,2
17,2,5,0,0,10.4,18.8,75.7,10,3,1,0,3
18,5,5,0,0,9.5,15,89.3,6,3,1,0,6
9,2,3,0,47.2,1.8,12.7,74.7,8,2,1,0,12
21,1,12,0,48.2,1.2,8.9,89.4,3,3,1,0,4
14,2,2,0,0,10,9.8,51.3,6,3,1,0,1
0,6,11,0,0,10,15.8,68.5,3,3,1,0,7
1,4,12,0,41.2,2.5,7.3,84.7,1,4,1,0,5
16,6,4,0,0,10.1,17.6,7.2,6,2,1,0,1
1,5,7,1,0,10.3,25.2,63.3,1,3,1,0,3
9,4,5,0,0,9.8,18.8,18.5,8,4,1,1,3
6,6,3,0,46.6,1.3,8.9,53.1,3,4,1,0,3
11,6,11,0,0,10.2,16.2,76.3,8,3,1,0,4
4,0,10,0,0,10,20.1,22.1,2,3,1,1,3
1,1,3,0,16.5,7.1,13.8,17.6,2,2,1,0,3
13,5,5,0,9.1,8,17.9,44.3,6,3,1,0,1
2,0,7,0,5.4,9.3,27.6,56.8,1,2,1,0,1
9,1,4,0,0,9.8,12.7,38.7,9,3,1,1,3
5,0,7,0,0,9.8,26.7,34.4,1,2,0,0,0
22,4,5,0,0,10.2,20.8,53.8,2,4,1,0,2
3,2,11,1,0,10.1,9.5,86.9,3,3,1,0,4
21,0,6,0,0,10.4,19.5,55.5,3,4,1,0,2
22,0,6,0,0,10.2,23.3,1.3,2,3,1,0,2
21,3,10,0,0,10.2,16.1,63.8,3,4,1,0,5
13,4,1,0,0,9.9,10.8,17.3,5,3,1,0,4
9,1,12,0,0,9.6,10.1,17.3,8,2,1,0,5
14,1,10,0,12.3,7.9,14.2,35.5,5,2,1,0,1
1,0,12,0,0,9.8,11.3,67.5,1,2,0,0,2
15,3,8,0,0,9.9,22.2,41.9,5,2,1,1,5
6,2,12,0,1.2,10,12.4,11.7,3,2,1,0,1
6,0,9,0,0,10.1,23.2,67.7,3,2,1,0,0
13,6,3,0,0,10.4,9.4,16.3,6,3,1,0,1
20,3,5,0,0,9.8,15.6,12.6,2,2,1,0,1
8,2,1,0,10.2,7.8,8.8,77.1,9,3,1,0,6
8,1,11,0,0,10.2,10.1,52.4,8,4,1,0,2
7,6,1,0,0,9.5,10.3,84.5,2,3,1,1,5
14,3,6,0,0,10.2,21.1,4,7,3,1,0,6
23,1,4,0,0,9.5,15.6,47.4,2,3,1,0,1
8,3,12,0,0,10,10.3,74.5,8,3,1,0,8
16,2,12,0,38.4,2.6,6.8,47.5,5,2,1,0,7
10,2,6,0,0,9.8,24,75.3,5,2,1,0,1
9,2,1,0,32.1,4.3,6.2,31.9,8,3,1,0,1
3,5,2,0,0,10.2,11.8,66,3,2,1,0,2
23,4,2,1,0,10.2,13.3,32.1,2,2,1,0,2
17,1,5,0,0,10.2,21.7,84.1,10,3,1,0,1
1,0,11,0,49.9,0.9,11.4,52.6,2,3,1,0,4
10,2,6,0,0,10.4,24.8,9.3,6,2,1,0,2
12,1,6,0,0,10.5,25.6,87.5,6,2,1,0,1
15,5,10,0,0,10.1,20.6,30.6,7,4,1,0,1
3,1,2,0,0,10,9,77.7,2,2,0,0,4
20,0,8,0,0,9.7,23.7,7.6,2,2,1,0,0
13,5,3,0,0,9.5,12.6,41.1,6,2,1,0,2
22,2,6,0,0,9.8,20,81.8,2,3,1,0,3
4,1,8,0,0,10,23.9,44,3,3,1,0,3
18,5,10,1,0,10,18,39.5,4,4,1,0,5
10,6,2,0,0,9.5,6.1,25.6,6,4,1,0,3
13,5,8,1,0,9.9,25.5,22.2,5,3,1,0,1
20,6,12,0,4.8,8.8,8.2,59.7,3,2,1,0,0
1,4,5,0,0,9.6,21,77.9,2,3,0,0,2
5,5,7,1,0,10.5,25.4,78.6,2,3,1,0,1
20,5,5,0,7.9,8.9,19.3,41.1,2,4,1,0,4
13,2,6,0,9.9,8.3,25.8,5.6,5,3,1,0,1
2,4,6,0,0,9.7,23.8,68.5,3,3,1,0,0
2,6,2,0,0,10.3,11.4,6,3,3,1,0,2
23,4,6,0,0,10.2,22.3,0.2,3,2,1,0,4
21,1,2,0,0,10.3,9.8,23.4,2,3,1,0,2
11,0,5,0,0,10,15.2,48.8,6,3,1,0,1
3,0,3,0,0,10.1,8.3,60.1,3,3,1,0,3
9,0,4,0,0,9.5,16.3,75.2,9,3,1,0,3
8,2,1,0,0,10.3,10,66.4,8,2,1,0,8
4,2,8,0,0,10,22.1,77.1,1,3,1,0,2
6,5,1,1,0,10,8.1,87.6,2,2,1,0,2
3,0,10,0,5.4,9,16.6,12.4,2,3,1,0,2
17,6,11,0,43.8,2.3,12.1,3.8,6,2,1,0,4
16,0,2,0,0,9.6,13.7,66.3,7,3,1,0,0
11,0,1,0,0,10.2,11.2,26.9,5,3,1,0,1
22,0,6,0,0,10.3,19.7,39.8,2,4,1,0,2
4,6,3,0,44.5,2.4,11.5,48.8,3,4,1,0,4
16,4,11,0,43.1,2.2,15.7,52.9,6,2,1,0,3
16,3,3,0,0,9.6,11.2,29.9,6,2,1,0,0
0,1,6,0,0,10.4,25.1,1.2,2,3,1,1,3
14,3,8,1,0,10.2,22.2,45.5,4,2,1,0,1
9,3,3,0,0,9.5,11.6,41.2,7,3,1,0,5
7,0,2,0,0,10.1,6.5,5.9,8,3,1,0,2
22,0,4,0,0,10,17.8,36.4,1,4,1,0,0
14,3,7,1,0,9.9,22.7,12,4,3,1,0,4
2,0,4,0,28.2,4.5,12.9,28.1,2,3,1,0,2
11,4,9,0,0,10.2,21.8,88.7,6,2,1,0,4
7,6,8,0,0,9.6,29.1,55.6,3,3,1,0,4
15,0,4,1,0,10.2,17.5,29.5,4,2,1,0,1
3,1,2,0,0,10.2,10.3,67.3,1,2,1,0,1
21,2,5,0,0,9.6,17.6,63.2,3,3,1,0,2
5,1,1,0,0,10.2,5.9,2.2,2,2,1,0,1
8,5,12,1,0,10.2,9.2,90,1,2,1,0,3
